Year,Recipient,Analysis,Demographic_Group,Demographic,Demo Variable,Smoking_V,Smoking_L,Smoking_U,Smoking_E,Smoking_RSE,Smoking_N,Smokeless_V,Smokeless_L,Smokeless_U,Smokeless_E,Smokeless_RSE,Smokeless_N,Ecig_V,Ecig_L,Ecig_U,Ecig_E,Ecig_RSE,Ecig_N,Any_V,Any_L,Any_U,Any_E,Any_RSE,Any_N
2022,New York,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,14.8,13.7,15.9,0.6,3.7,8346,2.1,1.7,2.6,0.2,11.2,8365,8.5,7.7,9.5,0.5,5.3,8316,21.7,20.4,23,0.6,3,8277
2022,New York,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,4.9,4.4,5.6,0.3,6.3,7375,1,0.7,1.3,0.2,15.2,7395,4.9,4.3,5.7,0.4,7.5,7363,9.6,8.8,10.6,0.5,4.9,7318
2022,New York,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,10,9.3,10.8,0.4,3.8,13393,1.5,1.2,1.8,0.1,9.5,13425,6.1,5.5,6.8,0.3,5.4,13360,15.3,14.4,16.2,0.5,3,13288
2022,New York,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,18.4,16,21.1,1.3,7,2118,2.8,1.7,4.4,0.7,24.7,2128,13.6,11.6,15.9,1.1,8,2114,28.7,26,31.7,1.5,5.1,2107
2022,New York,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1743,5.2,3.6,7.4,1,18.8,1724,19.4,16.6,22.5,1.5,7.9,1709,100,100,100,0,0,1743
2022,New York,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,4388,1.3,0.9,1.8,0.2,16.1,4364,10.3,8.9,11.9,0.8,7.4,4339,11.3,9.8,12.9,0.8,6.8,4339
2022,New York,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,9681,1.3,1,1.6,0.2,12.7,9648,4,3.5,4.7,0.3,7.4,9606,5.1,4.5,5.7,0.3,6.5,9591
2019,North Carolina,Prevalence,Total Population,Total Population,,18.5,17,20,0.8,4.1,4131,5.1,4.3,6,0.4,8.5,4146,,,,,,,,,,,,
2019,North Carolina,Prevalence,Sex,Male,_SEX,20.7,18.6,23.1,1.1,5.5,1909,8.7,7.3,10.4,0.8,9.1,1918,,,,,,,,,,,,
2019,North Carolina,Prevalence,Sex,Female,_SEX,16.4,14.6,18.4,1,6,2222,1.8,1.2,2.6,0.4,20.4,2228,,,,,,,,,,,,
2019,North Carolina,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,18.8,17,20.7,0.9,5,2660,5.9,4.8,7.1,0.6,10,2666,,,,,,,,,,,,
2019,North Carolina,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,19.5,16.5,22.9,1.6,8.3,827,3.2,2.1,4.9,0.7,21.2,829,,,,,,,,,,,,
2019,North Carolina,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,1.1,18.9,3.6,74.7,55,,2.6,20.3,4,52.9,55,,,,,,,,,,,,
2019,North Carolina,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,24.5,16.1,35.4,5,20.2,105,14.3,8,24.4,4.1,28.7,107,,,,,,,,,,,,
2019,North Carolina,Prevalence,Race,Hispanic,_IMPRACE,10.3,7.5,14,1.6,15.8,383,,0.3,2.4,0.5,53.1,385,,,,,,,,,,,,
2019,North Carolina,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,30,19.7,42.9,6,20,101,,2.9,14.6,2.8,41.6,104,,,,,,,,,,,,
2019,North Carolina,Prevalence,Age,Age 18 to 24,_AGE_G,15.6,11.5,20.8,2.4,15.2,326,9.3,6.2,13.7,1.9,20.2,328,,,,,,,,,,,,
2019,North Carolina,Prevalence,Age,Age 25 to 44,_AGE_G,22.8,20.1,25.8,1.5,6.4,1166,4.7,3.5,6.2,0.7,14.8,1170,,,,,,,,,,,,
2019,North Carolina,Prevalence,Age,Age 45 to 64,_AGE_G,20.4,18,23,1.3,6.2,1476,4.5,3.4,6.1,0.7,15,1478,,,,,,,,,,,,
2019,North Carolina,Prevalence,Age,Age 65 or older,_AGE_G,10.6,8.5,13.2,1.2,11.3,1163,4,2.8,5.7,0.7,18.5,1170,,,,,,,,,,,,
2019,North Carolina,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,28.4,23.3,34.1,2.8,9.8,387,7.8,5.1,11.7,1.7,21.4,386,,,,,,,,,,,,
2019,North Carolina,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,24.1,21,27.4,1.6,6.7,974,7.6,5.8,9.8,1,13.1,978,,,,,,,,,,,,
2019,North Carolina,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,19.7,17.2,22.5,1.4,6.9,1224,4.4,3.2,6,0.7,16.3,1233,,,,,,,,,,,,
2019,North Carolina,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,7.1,5.9,8.7,0.7,10,1537,2.3,1.6,3.3,0.4,18.6,1540,,,,,,,,,,,,
2019,North Carolina,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,22.9,21,24.9,1,4.3,2585,6.2,5.1,7.4,0.6,9.3,2597,,,,,,,,,,,,
2019,North Carolina,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,7.1,5.9,8.7,0.7,10,1537,2.3,1.6,3.3,0.4,18.6,1540,,,,,,,,,,,,
2019,North Carolina,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,15.9,14.4,17.5,0.8,4.8,3548,4.9,4.1,5.9,0.5,9.4,3559,,,,,,,,,,,,
2019,North Carolina,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,32.8,28.1,37.9,2.5,7.6,519,6.1,4.1,9,1.2,20.4,521,,,,,,,,,,,,
2019,North Carolina,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,681,8.5,6.2,11.6,1.3,15.8,679,,,,,,,,,,,,
2019,North Carolina,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,1067,6.6,4.9,8.8,1,15.2,1063,,,,,,,,,,,,
2019,North Carolina,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,2383,3.3,2.5,4.2,0.4,13.4,2381,,,,,,,,,,,,
2020,North Carolina,Prevalence,Total Population,Total Population,,16.5,15.3,17.8,0.6,3.8,5590,3.9,3.3,4.6,0.3,8.5,5609,,,,,,,,,,,,
2020,North Carolina,Prevalence,Sex,Male,_SEX,18.8,16.9,20.8,1,5.3,2524,7.2,6,8.6,0.7,9.1,2533,,,,,,,,,,,,
2020,North Carolina,Prevalence,Sex,Female,_SEX,14.4,12.9,16.1,0.8,5.5,3066,0.8,0.5,1.3,0.2,21.7,3076,,,,,,,,,,,,
2020,North Carolina,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,17.1,15.6,18.7,0.8,4.5,3692,4.8,4,5.7,0.4,9.3,3701,,,,,,,,,,,,
2020,North Carolina,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,17.4,14.4,20.7,1.6,9.2,1025,,0.7,2.7,0.5,33.2,1030,,,,,,,,,,,,
2020,North Carolina,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,4.2,19.2,3.6,39,82,,1.8,18.6,3.7,61,81,,,,,,,,,,,,
2020,North Carolina,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,30.2,21.1,41.2,5.2,17.1,146,6.8,3.8,11.9,2,29.2,149,,,,,,,,,,,,
2020,North Carolina,Prevalence,Race,Hispanic,_IMPRACE,8.9,6.4,12.4,1.5,16.8,517,,1.2,5,0.9,35.8,519,,,,,,,,,,,,
2020,North Carolina,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,22.7,14.6,33.5,4.8,21.3,128,,0.2,3.1,0.5,75.3,129,,,,,,,,,,,,
2020,North Carolina,Prevalence,Age,Age 18 to 24,_AGE_G,8.4,5.9,11.9,1.5,17.8,380,3.3,1.9,5.6,0.9,27.8,382,,,,,,,,,,,,
2020,North Carolina,Prevalence,Age,Age 25 to 44,_AGE_G,20.3,17.9,22.9,1.3,6.3,1514,4.8,3.6,6.3,0.7,14,1521,,,,,,,,,,,,
2020,North Carolina,Prevalence,Age,Age 45 to 64,_AGE_G,19.8,17.6,22.1,1.1,5.8,1983,4.3,3.3,5.7,0.6,14,1992,,,,,,,,,,,,
2020,North Carolina,Prevalence,Age,Age 65 or older,_AGE_G,10.5,8.8,12.4,0.9,8.9,1713,2.3,1.5,3.4,0.5,20.4,1714,,,,,,,,,,,,
2020,North Carolina,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,27.6,22.8,33,2.6,9.5,509,5,3.2,7.9,1.2,23.4,511,,,,,,,,,,,,
2020,North Carolina,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,21.1,18.6,23.8,1.3,6.2,1420,5.3,4.1,7,0.7,13.9,1425,,,,,,,,,,,,
2020,North Carolina,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,17.7,15.6,20,1.1,6.3,1545,3.7,2.7,5,0.6,15.4,1550,,,,,,,,,,,,
2020,North Carolina,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,6.2,5,7.5,0.6,10.2,2097,2.1,1.4,3,0.4,19.7,2104,,,,,,,,,,,,
2020,North Carolina,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,20.6,19,22.3,0.8,4.1,3474,4.5,3.8,5.5,0.4,9.5,3486,,,,,,,,,,,,
2020,North Carolina,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,6.2,5,7.5,0.6,10.2,2097,2.1,1.4,3,0.4,19.7,2104,,,,,,,,,,,,
2020,North Carolina,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,14.4,13.2,15.7,0.6,4.5,4804,3.9,3.2,4.6,0.4,9.2,4820,,,,,,,,,,,,
2020,North Carolina,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,29.1,25.1,33.6,2.2,7.4,700,3.8,2.3,6.3,1,25.5,701,,,,,,,,,,,,
2020,North Carolina,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,861,7.9,6,10.4,1.1,14.2,857,,,,,,,,,,,,
2020,North Carolina,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,1435,4,2.9,5.6,0.7,16.8,1433,,,,,,,,,,,,
2020,North Carolina,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,3294,2.7,2.1,3.6,0.4,13.6,3291,,,,,,,,,,,,
2021,North Carolina,Prevalence,Total Population,Total Population,,14.4,13.2,15.7,0.7,4.5,4824,3.9,3.2,4.8,0.4,10,4844,6.8,5.9,7.9,0.5,7.4,4836,21.2,19.7,22.8,0.8,3.7,4819
2021,North Carolina,Prevalence,Sex,Male,_SEX,17.8,15.9,20,1,5.8,2247,6,4.9,7.4,0.6,10.4,2259,7.3,6,8.9,0.7,10.1,2255,26,23.8,28.4,1.2,4.6,2248
2021,North Carolina,Prevalence,Sex,Female,_SEX,11.2,9.7,12.9,0.8,7.2,2577,2,1.2,3.2,0.5,24,2585,6.3,5.1,7.8,0.7,10.9,2581,16.7,14.8,18.8,1,6.1,2571
2021,North Carolina,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,14.4,12.9,16.1,0.8,5.5,3140,5.1,4.1,6.3,0.6,11.2,3154,8,6.7,9.4,0.7,8.5,3150,22.8,20.9,24.7,1,4.3,3140
2021,North Carolina,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,17,13.9,20.6,1.7,10,887,1.8,1.1,2.9,0.4,24.6,892,4.2,2.8,6.4,0.9,21.1,891,20.1,16.9,23.9,1.8,8.9,887
2021,North Carolina,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,2.6,17.3,3.4,48.7,77,,1.4,16,3.1,62.2,75,,0.1,5.6,0.8,100.2,75,,4.1,19.9,3.8,40.7,75
2021,North Carolina,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,34.7,22.5,49.4,7,20.2,142,,3.7,19.9,3.9,43.2,142,,7.3,36.4,7.3,41.8,141,53.3,39.3,66.8,7.2,13.5,141
2021,North Carolina,Prevalence,Race,Hispanic,_IMPRACE,8.5,6,12,1.5,17.8,467,,0.2,1.5,0.3,47.8,470,4.4,2.5,7.6,1.3,28.5,468,11.7,8.6,15.8,1.8,15.5,465
2021,North Carolina,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,10.7,6.2,17.7,2.9,26.8,111,0,0,0,0,,111,,2.9,17.3,3.4,46.3,111,17.3,10.6,27.1,4.2,24.1,111
2021,North Carolina,Prevalence,Age,Age 18 to 24,_AGE_G,7.9,5.1,12,1.7,21.8,314,,1.8,6.1,1,31.2,315,20.3,15.5,26,2.7,13.3,315,24.8,19.6,30.9,2.9,11.7,315
2021,North Carolina,Prevalence,Age,Age 25 to 44,_AGE_G,19.1,16.6,21.8,1.3,6.9,1432,4.3,3.1,6,0.7,16.4,1436,8,6.4,9.9,0.9,11.1,1432,25.2,22.5,28.1,1.4,5.7,1430
2021,North Carolina,Prevalence,Age,Age 45 to 64,_AGE_G,16.3,14.1,18.7,1.2,7.2,1647,4,3.1,5.3,0.6,13.8,1652,4.7,3.6,6.1,0.6,13.5,1651,21.9,19.5,24.5,1.3,5.9,1645
2021,North Carolina,Prevalence,Age,Age 65 or older,_AGE_G,8.5,6.9,10.4,0.9,10.3,1431,3.5,2,6.1,1,28.3,1441,,0.4,2.2,0.4,42,1438,12.4,10,15.2,1.3,10.6,1429
2021,North Carolina,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,26.7,21.4,32.8,2.9,10.9,437,,3.3,11.7,2,32.3,438,7.8,5,12,1.8,22.7,437,34.8,28.9,41.3,3.2,9.1,436
2021,North Carolina,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,18.7,16.1,21.6,1.4,7.5,1128,5.4,4,7.3,0.8,15.5,1132,9.3,7.3,11.8,1.2,12.4,1130,27.5,24.4,30.9,1.7,6,1128
2021,North Carolina,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,14.2,12.2,16.5,1.1,7.7,1285,2.9,2,4.2,0.5,18.2,1293,7.6,5.9,9.7,1,12.6,1291,20.8,18.3,23.6,1.3,6.4,1284
2021,North Carolina,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.9,4.8,7.2,0.6,10.3,1954,2.8,2.1,3.8,0.4,15.4,1962,3.4,2.5,4.5,0.5,14.5,1959,10.5,9,12.1,0.8,7.7,1952
2021,North Carolina,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,17.9,16.3,19.7,0.9,4.9,2850,4.4,3.5,5.6,0.5,11.9,2863,8.3,7,9.7,0.7,8.3,2858,25.7,23.7,27.8,1,4.1,2848
2021,North Carolina,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.9,4.8,7.2,0.6,10.3,1954,2.8,2.1,3.8,0.4,15.4,1962,3.4,2.5,4.5,0.5,14.5,1959,10.5,9,12.1,0.8,7.7,1952
2021,North Carolina,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,13.1,11.8,14.5,0.7,5.3,4137,3.8,3,4.7,0.4,11.3,4156,5.7,4.8,6.8,0.5,9,4151,18.9,17.4,20.6,0.8,4.4,4132
2021,North Carolina,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,22.5,18.8,26.8,2,9,610,5.2,3.5,7.8,1.1,20.7,611,13.1,10,17,1.8,13.5,608,34.8,30.2,39.6,2.4,6.9,610
2021,North Carolina,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,652,8,5.7,11.1,1.4,17,652,18.3,14.7,22.5,2,10.9,651,100,100,100,0,0,652
2021,North Carolina,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,1272,4.7,3.4,6.4,0.8,16.1,1272,10.1,8,12.6,1.2,11.5,1271,14.1,11.8,16.9,1.3,9.3,1271
2021,North Carolina,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,2900,2.5,1.7,3.5,0.5,18.3,2897,2.7,1.9,3.7,0.5,17,2892,5.1,4,6.5,0.6,12.3,2893
2022,North Carolina,Prevalence,Total Population,Total Population,,14.5,13,16.1,0.8,5.6,4291,3.4,2.8,4.3,0.4,10.8,4303,7.9,6.9,9.2,0.6,7.4,4308,21.7,20,23.5,0.9,4.1,4272
2022,North Carolina,Prevalence,Sex,Male,_SEX,15.4,13.3,17.7,1.1,7.2,2014,5.5,4.3,7,0.7,12.4,2026,9.2,7.7,11.1,0.9,9.3,2027,24.8,22.4,27.4,1.3,5.2,2008
2022,North Carolina,Prevalence,Sex,Female,_SEX,13.6,11.5,16.1,1.2,8.6,2277,1.5,1,2.3,0.3,21.7,2277,6.7,5.3,8.5,0.8,12,2281,18.9,16.6,21.5,1.3,6.6,2264
2022,North Carolina,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,14.7,12.8,16.8,1,6.9,2775,3.6,2.9,4.6,0.4,11.9,2789,8.7,7.3,10.3,0.8,8.9,2791,22.6,20.5,24.9,1.1,4.9,2771
2022,North Carolina,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,15.7,12.6,19.5,1.8,11.2,761,,1.7,5.9,1,31.6,761,5.1,3.3,7.8,1.1,22,758,19.8,16.3,23.8,1.9,9.6,754
2022,North Carolina,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,1.5,17.4,3.4,64.1,83,0,0,0,0,,84,,1.6,14.3,2.8,55.6,85,,4.6,22.7,4.4,41,82
2022,North Carolina,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,30,20.1,42.3,5.7,19.1,161,,4.3,20.2,3.8,40,160,,8.1,30.7,5.7,34.3,161,40.9,29.7,53,6,14.8,161
2022,North Carolina,Prevalence,Race,Hispanic,_IMPRACE,8.6,6,12.2,1.6,18.1,430,,0.9,3.9,0.7,38.1,430,6.8,4.5,10.2,1.4,20.9,433,14.8,11.3,19.1,2,13.4,425
2022,North Carolina,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,,10.4,39.2,7.4,34.4,81,,2.2,18.3,3.6,55.3,79,,6.5,25.4,4.7,35,80,39.1,24.7,55.6,8.2,20.9,79
2022,North Carolina,Prevalence,Age,Age 18 to 24,_AGE_G,13.6,9.4,19.2,2.5,18.2,331,,2.4,8,1.4,30.6,331,21.3,16.5,26.9,2.6,12.4,333,29,23.4,35.4,3.1,10.6,327
2022,North Carolina,Prevalence,Age,Age 25 to 44,_AGE_G,16.8,14,20.1,1.5,9.1,1298,4,2.8,5.9,0.8,19.2,1307,11.5,9.3,14.1,1.2,10.7,1306,26.6,23.5,30,1.7,6.3,1296
2022,North Carolina,Prevalence,Age,Age 45 to 64,_AGE_G,15.5,13.1,18.3,1.3,8.5,1514,3.4,2.4,4.6,0.5,16.2,1513,4,2.7,5.8,0.8,19.4,1515,20.5,17.8,23.4,1.4,6.9,1507
2022,North Carolina,Prevalence,Age,Age 65 or older,_AGE_G,10.1,7.5,13.5,1.5,15.2,1148,2.1,1.3,3.5,0.5,24.8,1152,1.4,0.9,2.3,0.4,25.6,1154,12.8,9.9,16.3,1.6,12.6,1142
2022,North Carolina,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,28.1,21.1,36.3,3.9,13.9,347,6,3.4,10.1,1.7,27.7,350,,4.7,15.2,2.6,30.4,350,34.5,27.3,42.6,3.9,11.4,345
2022,North Carolina,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,17.3,14.3,20.7,1.6,9.5,951,4,2.8,5.5,0.7,16.8,949,9.8,7.7,12.4,1.2,12.3,953,26.5,23,30.3,1.9,7,944
2022,North Carolina,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,15.6,13.2,18.4,1.3,8.4,1234,3.7,2.5,5.6,0.8,20.8,1236,9.4,7.5,11.8,1.1,11.5,1237,23.5,20.7,26.6,1.5,6.4,1232
2022,North Carolina,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.4,4.2,6.9,0.7,12.4,1745,1.7,1.2,2.4,0.3,18.5,1754,4.3,3.3,5.6,0.6,13.6,1754,10.5,8.9,12.4,0.9,8.5,1737
2022,North Carolina,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,18.3,16.3,20.6,1.1,6,2532,4.2,3.3,5.3,0.5,12.3,2535,9.4,8,11.1,0.8,8.5,2540,26.5,24.2,28.9,1.2,4.5,2521
2022,North Carolina,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.4,4.2,6.9,0.7,12.4,1745,1.7,1.2,2.4,0.3,18.5,1754,4.3,3.3,5.6,0.6,13.6,1754,10.5,8.9,12.4,0.9,8.5,1737
2022,North Carolina,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,11.6,10.2,13.1,0.7,6.4,3613,3,2.4,3.9,0.4,13.1,3623,6.2,5.2,7.4,0.5,8.6,3630,18.2,16.5,19.9,0.9,4.7,3596
2022,North Carolina,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,29.3,23.6,35.6,3.1,10.5,599,5.5,3.7,8.2,1.1,20,600,17,12.8,22.2,2.4,14.1,599,40,34.1,46.1,3.1,7.7,598
2022,North Carolina,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,561,6.5,4,10.4,1.6,24.4,556,21.5,16.5,27.5,2.8,13,555,100,100,100,0,0,561
2022,North Carolina,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,1142,3.8,2.6,5.6,0.7,19.5,1135,10.2,8.2,12.7,1.1,11.1,1135,13.6,11.3,16.4,1.3,9.6,1135
2022,North Carolina,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,2588,2.6,1.9,3.4,0.4,14.6,2576,3.7,2.9,4.7,0.5,12.5,2581,6.1,5,7.3,0.6,9.5,2571
2019,North Dakota,Prevalence,Total Population,Total Population,,17,15.6,18.6,0.8,4.6,5427,6.7,5.8,7.8,0.5,7.6,5445,,,,,,,,,,,,
2019,North Dakota,Prevalence,Sex,Male,_SEX,18.1,16,20.3,1.1,6,2543,11.8,10.1,13.7,0.9,7.8,2554,,,,,,,,,,,,
2019,North Dakota,Prevalence,Sex,Female,_SEX,16,13.9,18.3,1.1,7,2884,1.4,0.8,2.3,0.4,26.2,2891,,,,,,,,,,,,
2019,North Dakota,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,16.4,14.8,18,0.8,5,4992,6.7,5.7,7.8,0.5,8.1,5008,,,,,,,,,,,,
2019,North Dakota,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,,6.1,26.7,5.1,38.3,43,,0,0,0,,43,,,,,,,,,,,,
2019,North Dakota,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,2.5,39.5,8.4,73.5,40,,0.5,20.4,3.3,98.7,40,,,,,,,,,,,,
2019,North Dakota,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,35.1,26.2,45.1,4.9,13.9,185,,4.8,16.3,2.8,31.5,185,,,,,,,,,,,,
2019,North Dakota,Prevalence,Race,Hispanic,_IMPRACE,14.8,8.2,25,4.2,28.5,75,,5.9,23.7,4.4,35.9,75,,,,,,,,,,,,
2019,North Dakota,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,21.2,11.6,35.4,6.1,28.7,92,,0.9,7.9,1.5,54.4,94,,,,,,,,,,,,
2019,North Dakota,Prevalence,Age,Age 18 to 24,_AGE_G,15.4,11,21.2,2.6,16.8,276,9.1,6.4,12.9,1.7,18.1,276,,,,,,,,,,,,
2019,North Dakota,Prevalence,Age,Age 25 to 44,_AGE_G,20.9,18,24.2,1.6,7.6,976,9.3,7.3,11.7,1.1,12.1,980,,,,,,,,,,,,
2019,North Dakota,Prevalence,Age,Age 45 to 64,_AGE_G,18.1,15.8,20.5,1.2,6.6,1850,4.7,3.6,6.1,0.6,13.6,1851,,,,,,,,,,,,
2019,North Dakota,Prevalence,Age,Age 65 or older,_AGE_G,10.1,8.6,11.9,0.8,8.3,2325,3.5,2.6,4.7,0.5,15.6,2338,,,,,,,,,,,,
2019,North Dakota,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,27.7,20.4,36.4,4.1,14.9,240,7.8,4.8,12.5,1.9,24.5,240,,,,,,,,,,,,
2019,North Dakota,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,22.4,19.4,25.8,1.6,7.2,1481,8.5,6.6,10.9,1.1,12.9,1488,,,,,,,,,,,,
2019,North Dakota,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,17.7,15.3,20.4,1.3,7.4,1734,7.7,6.1,9.8,0.9,12.2,1741,,,,,,,,,,,,
2019,North Dakota,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,7.4,5.9,9.1,0.8,10.8,1955,3.2,2.3,4.4,0.5,17,1958,,,,,,,,,,,,
2019,North Dakota,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,20.5,18.6,22.6,1,4.9,3455,8,6.8,9.4,0.7,8.4,3469,,,,,,,,,,,,
2019,North Dakota,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,7.4,5.9,9.1,0.8,10.8,1955,3.2,2.3,4.4,0.5,17,1958,,,,,,,,,,,,
2019,North Dakota,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,15.1,13.6,16.6,0.8,5.1,4960,6.4,5.4,7.5,0.5,8.2,4978,,,,,,,,,,,,
2019,North Dakota,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,32.1,26,39,3.3,10.4,406,8.6,5.5,13.2,1.9,22.6,406,,,,,,,,,,,,
2019,North Dakota,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,727,11.5,8.6,15.2,1.7,14.6,726,,,,,,,,,,,,
2019,North Dakota,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,1498,6.9,5.1,9.1,1,14.8,1497,,,,,,,,,,,,
2019,North Dakota,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,3202,5.3,4.3,6.6,0.6,11.1,3198,,,,,,,,,,,,
2020,North Dakota,Prevalence,Total Population,Total Population,,17.4,15.7,19.2,0.9,5.1,4333,6.3,5.4,7.4,0.5,8.2,4353,,,,,,,,,,,,
2020,North Dakota,Prevalence,Sex,Male,_SEX,18.9,16.6,21.4,1.2,6.5,2086,11.2,9.4,13.1,0.9,8.5,2093,,,,,,,,,,,,
2020,North Dakota,Prevalence,Sex,Female,_SEX,15.8,13.4,18.4,1.3,8,2247,1.4,0.8,2.3,0.4,26.9,2260,,,,,,,,,,,,
2020,North Dakota,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,16.1,14.4,17.9,0.9,5.6,3956,6.6,5.6,7.8,0.6,8.6,3976,,,,,,,,,,,,
2020,North Dakota,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,,2.9,18.1,3.5,47.5,46,,1.2,13.8,2.7,62.2,46,,,,,,,,,,,,
2020,North Dakota,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,4.6,38,8.1,55.3,20,,0,0,0,,20,,,,,,,,,,,,
2020,North Dakota,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,36.1,27.2,46,4.9,13.5,181,,4.3,15.8,2.8,33.5,181,,,,,,,,,,,,
