Year,Recipient,Demographic_Group,Demographic,Demo Variable,Current Cigarette_V,Current Cigarette_L,Current Cigarette_U,Current Cigarette_E,Current Cigarette_RSE,Current Cigarette_N,Current Smokeless_V,Current Smokeless_L,Current Smokeless_U,Current Smokeless_E,Current Smokeless_RSE,Current Smokeless_N,Current E-cigarette_V,Current E-cigarette_L,Current E-cigarette_U,Current E-cigarette_E,Current E-cigarette_RSE,Current E-cigarette_N,Current Any Tobacco Product_V,Current Any Tobacco Product_L,Current Any Tobacco Product_U,Current Any Tobacco Product_E,Current Any Tobacco Product_RSE,Current Any Tobacco Product_N,Past-Year Quit Attempt_V,Past-Year Quit Attempt_L,Past-Year Quit Attempt_U,Past-Year Quit Attempt_E,Past-Year Quit Attempt_RSE,Past-Year Quit Attempt_N
2022,Nebraska,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,4389,3.2,2.6,3.9,0.3,10.2,4386,4.5,3.6,5.8,0.6,12.3,4381,7.4,6.3,8.8,0.6,8.4,4380,,,,,,
2023,Nebraska,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1495,8.7,6.7,11.2,1.1,13,1491,17.2,14.5,20.1,1.4,8.3,1487,100,100,100,0,0,1495,,,,,,
2023,Nebraska,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,3082,6,5,7.2,0.6,9.4,3079,13.2,11.5,15.2,0.9,7.2,3070,18.3,16.3,20.4,1,5.6,3069,,,,,,
2023,Nebraska,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,7789,3,2.6,3.5,0.2,7.8,7768,4.6,3.9,5.4,0.4,8.3,7763,7.3,6.5,8.2,0.4,6,7751,,,,,,
2019,Nebraska,Education (2 Level),Graduate from college/technical school,_ED_LVL,6.1,5.2,7.2,0.5,8,4739,4.1,3.3,4.9,0.4,10.2,4750,,,,,,,,,,,,,53.5,49.2,57.8,2.2,0.1,517
2019,Nebraska,Education (2 Level),Less than college/technical school graduate,_ED_LVL,18.1,17,19.2,0.6,3.1,10529,5.8,5.2,6.4,0.3,5.6,10540,,,,,,,,,,,,,51.5,47.2,55.9,2.2,0.1,530
2020,Nebraska,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.2,4.4,6.1,0.4,8.5,4720,3.9,3.1,4.8,0.4,10.7,4726,,,,,,,,,,,,,52.2,47.3,57.1,2.5,0.1,437
2020,Nebraska,Education (2 Level),Less than college/technical school graduate,_ED_LVL,17.6,16.5,18.8,0.6,3.4,9468,5.7,5,6.5,0.4,6.4,9486,,,,,,,,,,,,,53.4,48.8,58,2.4,0.1,482
2021,Nebraska,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.7,4.9,6.6,0.4,7.7,5065,3.2,2.7,3.9,0.3,9.9,5077,3.2,2.6,4.1,0.4,11.8,5070,11.1,10,12.4,0.6,5.5,5056,48.3,43.7,53,2.4,0.1,392
2021,Nebraska,Education (2 Level),Less than college/technical school graduate,_ED_LVL,16.7,15.7,17.9,0.6,3.3,9191,5.5,5,6.2,0.3,5.6,9215,8.1,7.3,9.1,0.4,5.5,9195,26.2,25,27.5,0.7,2.5,9164,48.4,43.5,53.3,2.5,0.1,358
2022,Nebraska,Education (2 Level),Graduate from college/technical school,_ED_LVL,6.5,5.2,8,0.7,10.9,2346,3.4,2.5,4.5,0.5,14.7,2348,4.1,3,5.5,0.6,15.7,2344,11.8,10.1,13.8,0.9,7.8,2339,,,,,,
2022,Nebraska,Education (2 Level),Less than college/technical school graduate,_ED_LVL,15.9,14.4,17.4,0.8,4.7,4731,5,4.2,5.9,0.4,8.5,4741,10.4,9.1,11.9,0.7,6.9,4730,26.2,24.5,28.1,0.9,3.5,4722,,,,,,
2023,Nebraska,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.2,4.4,6.1,0.4,8.2,4376,3.2,2.5,3.9,0.3,10.9,4382,4,3.2,4.9,0.4,11,4373,11.2,10,12.5,0.6,5.8,4365,42.6,37.7,47.7,2.6,0.1,309
2023,Nebraska,Education (2 Level),Less than college/technical school graduate,_ED_LVL,15.2,14.1,16.3,0.5,3.6,7959,4.9,4.4,5.6,0.3,6.5,7968,10.1,9.1,11.1,0.5,5.1,7955,25.7,24.4,27.1,0.7,2.7,7924,45.7,40.7,50.7,2.6,0.1,310
2019,Nebraska,Education (4 Level),Graduated from College or Technical School,_EDUCAG,6.1,5.2,7.2,0.5,8,4739,4.1,3.3,4.9,0.4,10.2,4750,,,,,,,,,,,,,52.5,44.4,60.4,4.1,0.1,143
2019,Nebraska,Education (4 Level),Attended College or Technical School,_EDUCAG,15.1,13.7,16.6,0.7,4.8,4803,5.6,4.8,6.6,0.5,8.3,4811,,,,,,,,,,,,,53.9,48.7,58.9,2.6,0.1,374
2019,Nebraska,Education (4 Level),Graduated High School,_EDUCAG,19.9,18.3,21.6,0.9,4.3,4780,6.2,5.3,7.3,0.5,7.8,4783,,,,,,,,,,,,,50.4,45.7,55.1,2.4,0.1,421
2019,Nebraska,Education (4 Level),Did not graduate High School,_EDUCAG,24.1,20.4,28.3,2,8.3,946,5,3.3,7.4,1,20.8,946,,,,,,,,,,,,,54.1,44.7,63.3,4.8,0.1,109
2020,Nebraska,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.2,4.4,6.1,0.4,8.5,4720,3.9,3.1,4.8,0.4,10.7,4726,,,,,,,,,,,,,53,44.5,61.3,4.3,0.1,136
2020,Nebraska,Education (4 Level),Attended College or Technical School,_EDUCAG,14.8,13.3,16.5,0.8,5.5,4351,6.1,5.1,7.2,0.5,8.8,4355,,,,,,,,,,,,,52,46.2,57.8,3,0.1,301
2020,Nebraska,Education (4 Level),Did not graduate High School,_EDUCAG,19.9,16.3,24.1,2,10,850,,1.6,6.2,1.1,34.9,851,,,,,,,,,,,,,57.5,47.1,67.3,5.2,0.2,88
2020,Nebraska,Education (4 Level),Graduated High School,_EDUCAG,20.6,18.8,22.5,0.9,4.6,4267,6.2,5.2,7.3,0.6,9,4280,,,,,,,,,,,,,52.1,47,57.1,2.6,0.1,394
2021,Nebraska,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.7,4.9,6.6,0.4,7.7,5065,3.2,2.7,3.9,0.3,9.9,5077,3.2,2.6,4.1,0.4,11.8,5070,11.1,10,12.4,0.6,5.5,5056,49,40.8,57.2,4.2,0.1,127
2021,Nebraska,Education (4 Level),Attended College or Technical School,_EDUCAG,14.2,12.8,15.7,0.7,5.1,4439,5.3,4.5,6.2,0.4,8.1,4453,8.3,7.1,9.6,0.6,7.7,4444,23.9,22.2,25.7,0.9,3.8,4427,48.1,42.6,53.8,2.9,0.1,265
2021,Nebraska,Education (4 Level),Graduated High School,_EDUCAG,17.4,15.8,19,0.8,4.7,4073,6.1,5.3,7.1,0.5,7.8,4079,8.7,7.4,10.2,0.7,8,4069,27.7,25.8,29.7,1,3.6,4060,44.9,39.8,50.1,2.6,0.1,282
2021,Nebraska,Education (4 Level),Did not graduate High School,_EDUCAG,24.8,20.7,29.5,2.2,9,679,4.5,2.9,7,1,22.3,683,6.1,3.9,9.4,1.4,22.2,682,31.1,26.5,36,2.4,7.9,677,56.3,45.3,66.7,5.5,0.1,76
2022,Nebraska,Education (4 Level),Graduated from College or Technical School,_EDUCAG,6.5,5.2,8,0.7,10.9,2346,3.4,2.5,4.5,0.5,14.7,2348,4.1,3,5.5,0.6,15.7,2344,11.8,10.1,13.8,0.9,7.8,2339,,,,,,
2022,Nebraska,Education (4 Level),Attended College or Technical School,_EDUCAG,13.5,11.6,15.6,1,7.6,2167,4,3.2,5.1,0.5,12,2173,10.7,8.8,13,1.1,9.9,2170,24.2,21.7,26.9,1.3,5.5,2164,,,,,,
2022,Nebraska,Education (4 Level),Graduated High School,_EDUCAG,17.3,15.2,19.8,1.2,6.7,2101,5.8,4.5,7.5,0.8,13.1,2105,10.6,8.6,12.9,1.1,10.3,2099,28.3,25.6,31.2,1.4,5.1,2097,,,,,,
2022,Nebraska,Education (4 Level),Did not graduate High School,_EDUCAG,20.8,16.1,26.4,2.6,12.5,463,6.2,3.8,10.1,1.6,25.3,463,8.8,5.4,13.8,2.1,23.9,461,28,22.6,34.1,2.9,10.5,461,,,,,,
2023,Nebraska,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.2,4.4,6.1,0.4,8.2,4376,3.2,2.5,3.9,0.3,10.9,4382,4,3.2,4.9,0.4,11,4373,11.2,10,12.5,0.6,5.8,4365,42.3,34.3,50.8,4.2,0.1,104
2023,Nebraska,Education (4 Level),Attended College or Technical School,_EDUCAG,13.7,12.2,15.3,0.8,5.7,3624,4.9,4.1,6,0.5,10,3632,9.9,8.5,11.4,0.7,7.4,3626,24.4,22.5,26.4,1,4.1,3610,42.8,36.8,49,3.1,0.1,205
2023,Nebraska,Education (4 Level),Graduated High School,_EDUCAG,15.7,14.2,17.3,0.8,5.1,3485,5.4,4.6,6.4,0.5,8.5,3488,10.5,9.1,12.2,0.8,7.5,3481,27.1,25.1,29.2,1,3.8,3472,42.1,36.7,47.6,2.8,0.1,229
2023,Nebraska,Education (4 Level),Did not graduate High School,_EDUCAG,19.5,16.2,23.4,1.8,9.4,850,3.5,2.1,5.6,0.8,24.4,848,9.4,6.7,13.1,1.6,17.3,848,26.8,22.8,31.1,2.1,7.9,842,54.5,43.7,65,5.5,0.1,81
2019,Nebraska,Frequent Mental Distress,No,_MENT14D,12.9,12.1,13.7,0.4,3.3,13640,5.3,4.8,5.9,0.3,5.2,13661,,,,,,,,,,,,,51.3,47.8,54.8,1.8,0,812
2019,Nebraska,Frequent Mental Distress,Yes,_MENT14D,28.5,25.3,31.9,1.7,5.9,1502,4.7,3.5,6.4,0.7,15.6,1505,,,,,,,,,,,,,57.1,50.2,63.6,3.4,0.1,226
2020,Nebraska,Frequent Mental Distress,No,_MENT14D,12,11.1,12.8,0.4,3.6,12686,5.2,4.7,5.8,0.3,5.8,12710,,,,,,,,,,,,,52.6,48.9,56.3,1.9,0,704
2020,Nebraska,Frequent Mental Distress,Yes,_MENT14D,28.2,24.7,32,1.9,6.6,1374,4.2,3,5.9,0.7,16.8,1372,,,,,,,,,,,,,54.5,46.8,62.1,3.9,0.1,205
2021,Nebraska,Frequent Mental Distress,No,_MENT14D,11.4,10.7,12.3,0.4,3.5,12736,4.9,4.4,5.4,0.2,5.1,12766,5.1,4.5,5.7,0.3,6.2,12744,18.8,17.9,19.8,0.5,2.7,12704,47,43.2,50.9,2,0,570
2021,Nebraska,Frequent Mental Distress,Yes,_MENT14D,26.4,23.4,29.6,1.6,6,1456,4.5,3.3,6.1,0.7,15.9,1459,17.2,14.6,20.1,1.4,8.2,1454,40.4,37,43.9,1.8,4.4,1452,52.2,44.9,59.3,3.7,0.1,175
2022,Nebraska,Frequent Mental Distress,No,_MENT14D,11.3,10.2,12.4,0.6,5,6296,4.6,4,5.4,0.4,7.8,6306,7,6,8.1,0.5,7.5,6294,19.3,18,20.8,0.7,3.7,6283,,,,,,
2022,Nebraska,Frequent Mental Distress,Yes,_MENT14D,25.2,21.2,29.8,2.2,8.7,744,3.6,2.3,5.6,0.8,22.6,745,19.5,15.5,24.3,2.3,11.6,743,40.1,35.2,45.2,2.6,6.4,742,,,,,,
2023,Nebraska,Frequent Mental Distress,No,_MENT14D,11.1,10.3,12,0.4,3.8,10824,4.4,3.9,5,0.3,6.1,10835,6.6,5.9,7.3,0.4,5.7,10822,19,18,20.1,0.5,2.8,10785,43.2,39.2,47.3,2.1,0.1,471
2023,Nebraska,Frequent Mental Distress,Yes,_MENT14D,17.7,15.4,20.3,1.3,7.1,1423,4.2,3.2,5.6,0.6,14.3,1428,18.3,15.6,21.3,1.5,8,1421,34.4,31.2,37.8,1.7,4.9,1419,47.2,39.8,54.7,3.9,0.1,138
2019,Nebraska,Race,Hispanic,_IMPRACE,13.1,10.5,16.1,1.4,10.9,1105,3.6,2.4,5.4,0.7,20.6,1105,,,,,,,,,,,,,68.1,56.4,77.9,5.6,0.1,93
2019,Nebraska,Race,"White, Non-Hispanic",_IMPRACE,14.7,13.8,15.6,0.5,3.1,13437,5.7,5.1,6.2,0.3,5.1,13461,,,,,,,,,,,,,50.6,47.3,54,1.7,0,862
2019,Nebraska,Race,"Other race, Non-Hispanic",_IMPRACE,17.7,11.5,26.3,3.7,21.1,194,,4,17,3.1,37,194,,,,,,,,,,,,,,,,,,
2019,Nebraska,Race,"Black, Non-Hispanic",_IMPRACE,17.9,13.3,23.6,2.6,14.6,304,,0.7,4.5,0.9,49.6,303,,,,,,,,,,,,,,,,,,
2019,Nebraska,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,20.4,13.2,30.1,4.3,21.2,167,,1.4,8.8,1.7,48.2,166,,,,,,,,,,,,,,,,,,
2019,Nebraska,Race,"Asian, Non-Hispanic",_IMPRACE,,3.8,17.9,3.4,39.6,94,,0.3,15,2.3,98.3,95,,,,,,,,,,,,,,,,,,
2020,Nebraska,Race,Hispanic,_IMPRACE,12.2,9.7,15.3,1.4,11.5,1006,,1.3,5.9,1.1,38.6,1007,,,,,,,,,,,,,50.3,38.7,61.9,6,0.2,70
2020,Nebraska,Race,"White, Non-Hispanic",_IMPRACE,13.2,12.4,14.1,0.5,3.4,12546,5.6,5,6.2,0.3,5.5,12569,,,,,,,,,,,,,50.1,46.5,53.8,1.8,0,743
2020,Nebraska,Race,"Black, Non-Hispanic",_IMPRACE,18.7,13.6,25.2,3,15.8,278,,0.9,6.2,1.2,48.8,277,,,,,,,,,,,,,,,,,,
2020,Nebraska,Race,"Other race, Non-Hispanic",_IMPRACE,30.3,20.2,42.6,5.8,19.1,152,,3.1,14.1,2.6,38.7,152,,,,,,,,,,,,,,,,,,
2020,Nebraska,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,41.3,28.9,54.9,6.8,16.4,146,,2.1,14.9,2.9,49.9,145,,,,,,,,,,,,,,,,,,
2020,Nebraska,Race,"Asian, Non-Hispanic",_IMPRACE,,6,23.8,4.4,35.4,90,,1.1,14.2,2.7,66.5,93,,,,,,,,,,,,,,,,,,
2021,Nebraska,Race,Hispanic,_IMPRACE,9.2,7,11.9,1.2,13.6,859,3.5,2.1,5.6,0.9,24.7,860,5.7,4.1,7.8,0.9,16.4,858,15.9,13,19.2,1.6,9.9,856,,,,,,
2021,Nebraska,Race,"White, Non-Hispanic",_IMPRACE,13.1,12.3,13.9,0.4,3.2,12741,5,4.6,5.5,0.2,4.9,12773,6.3,5.7,7.1,0.4,5.6,12749,21.3,20.3,22.3,0.5,2.4,12710,44.7,41.2,48.3,1.8,0,622
2021,Nebraska,Race,"Black, Non-Hispanic",_IMPRACE,22.2,16.2,29.6,3.4,15.4,226,,2.1,8,1.4,34.3,226,7.8,4.7,12.9,2,26,226,29.9,23.2,37.6,3.7,12.3,225,,,,,,
2021,Nebraska,Race,"Other race, Non-Hispanic",_IMPRACE,25.3,18,34.5,4.2,16.7,193,,5.2,17.2,2.9,30.6,195,19.4,12.7,28.7,4.1,20.9,195,46.9,37.5,56.4,4.9,10.4,193,,,,,,
2021,Nebraska,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,28.4,18.9,40.4,5.5,19.5,165,,0.6,5.4,1,56.7,166,,5.3,21.9,4.1,36.5,165,34,23.7,46.1,5.8,17.1,164,,,,,,
2021,Nebraska,Race,"Asian, Non-Hispanic",_IMPRACE,,2.4,11.6,2.2,40.5,107,,0.5,5.7,1.1,62.4,107,,3.2,15,2.8,40,107,11.9,6.6,20.4,3.4,28.9,107,,,,,,
2022,Nebraska,Race,Hispanic,_IMPRACE,9.5,7,12.9,1.5,15.6,638,3.9,2.2,7,1.2,29.5,640,5.6,3.7,8.4,1.2,20.8,639,15.1,11.8,19,1.8,12.2,638,,,,,,
2022,Nebraska,Race,"White, Non-Hispanic",_IMPRACE,12.9,11.7,14.2,0.6,4.8,6059,4.8,4.2,5.6,0.4,7.7,6068,8.5,7.4,9.7,0.6,7.1,6055,22.4,20.9,24,0.8,3.5,6043,,,,,,
2022,Nebraska,Race,"Black, Non-Hispanic",_IMPRACE,14.3,9.4,21,2.9,20.4,160,,0.6,6.3,1.2,60.4,161,9.5,5.4,16.4,2.7,28.7,160,20.3,14.3,27.9,3.5,17.1,160,,,,,,
2022,Nebraska,Race,"Other race, Non-Hispanic",_IMPRACE,28.2,17.4,42.4,6.5,22.9,75,,0.2,9.8,1.5,99.5,75,25.4,14.7,40.1,6.5,25.8,75,43.1,30.1,57.1,7,16.3,75,,,,,,
2022,Nebraska,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,37.9,23.8,54.4,8.1,21.3,97,,3,15.7,3,42.7,97,,1.7,9.9,1.9,45.7,97,44.1,29.2,60.1,8.2,18.5,97,,,,,,
2022,Nebraska,Race,"Asian, Non-Hispanic",_IMPRACE,,1,13.8,2.6,66.7,61,,0.3,13,2,99.2,61,,1.8,16.4,3.2,57.3,61,,2.9,18.5,3.6,48,61,,,,,,
2023,Nebraska,Race,Hispanic,_IMPRACE,8.9,7.2,11,1,10.9,1269,1.3,0.8,2,0.3,22.7,1270,6.6,5.1,8.5,0.9,13.2,1272,14,11.8,16.5,1.2,8.5,1259,61.4,49.7,71.9,5.8,0.2,64
2023,Nebraska,Race,"White, Non-Hispanic",_IMPRACE,12.1,11.3,13,0.4,3.6,10341,4.8,4.3,5.4,0.3,5.8,10354,7.9,7.1,8.7,0.4,5.2,10335,21.5,20.5,22.7,0.6,2.6,10313,41.8,38.1,45.7,1.9,0.1,498
2023,Nebraska,Race,"Black, Non-Hispanic",_IMPRACE,13.5,9.5,18.9,2.4,17.6,288,,2,9.3,1.7,38.6,290,6.2,3.5,10.7,1.8,28.6,286,20.2,15.1,26.4,2.9,14.2,285,,,,,,
2023,Nebraska,Race,"Other race, Non-Hispanic",_IMPRACE,19.6,13.9,27,3.3,17.1,221,6.1,3.5,10.5,1.7,28.4,222,19.3,13.2,27.4,3.6,18.6,222,36.8,29.1,45.4,4.2,11.4,217,,,,,,
2023,Nebraska,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,22.3,13,35.4,5.7,25.8,160,,2.4,9.4,1.7,34.5,160,,7,25.4,4.6,33,160,34.3,22.6,48.1,6.6,19.4,160,,,,,,
2023,Nebraska,Race,"Asian, Non-Hispanic",_IMPRACE,,2.4,14,2.7,45.6,87,,0.3,12.4,1.9,98.8,87,,3.9,15.8,2.9,36,86,,5.9,20.2,3.5,31.8,86,,,,,,
2019,Nebraska,Sex,Female,_SEX,13.6,12.5,14.8,0.6,4.2,8385,0.9,0.7,1.3,0.2,16.2,8392,,,,,,,,,,,,,54.7,50.2,59.1,2.3,0.1,546
2019,Nebraska,Sex,Male,_SEX,15.7,14.6,17,0.6,3.9,6916,9.7,8.7,10.7,0.5,5,6932,,,,,,,,,,,,,50.8,46.5,55,2.2,0.1,505
2020,Nebraska,Sex,Female,_SEX,12.4,11.2,13.6,0.6,4.8,7691,1,0.7,1.4,0.2,17,7703,,,,,,,,,,,,,52.7,47.7,57.6,2.5,0.1,456
2020,Nebraska,Sex,Male,_SEX,15.6,14.3,16.9,0.7,4.3,6527,9.4,8.4,10.5,0.5,5.7,6540,,,,,,,,,,,,,52.9,48.4,57.5,2.3,0.1,463
2021,Nebraska,Sex,Female,_SEX,12.6,11.6,13.8,0.6,4.4,7771,1.4,1,1.8,0.2,14.8,7792,6.4,5.6,7.4,0.5,7.2,7775,17.8,16.6,19.1,0.7,3.7,7753,51.6,46.8,56.3,2.4,0.1,415
2021,Nebraska,Sex,Male,_SEX,14.2,13,15.4,0.6,4.3,6520,8.4,7.6,9.3,0.4,5.1,6535,6.9,6,7.9,0.5,7,6525,25.6,24.2,27.2,0.8,2.9,6502,45.1,40.3,50,2.5,0.1,335
2022,Nebraska,Sex,Female,_SEX,12.2,10.7,13.9,0.8,6.6,3772,0.8,0.5,1.4,0.2,28.4,3784,8,6.6,9.6,0.8,9.4,3780,18.6,16.7,20.6,1,5.3,3765,,,,,,
2022,Nebraska,Sex,Male,_SEX,13.8,12.3,15.4,0.8,5.8,3318,8.2,7,9.5,0.6,7.5,3318,9,7.6,10.6,0.8,8.6,3307,25.2,23.2,27.3,1,4.1,3309,,,,,,
2023,Nebraska,Sex,Female,_SEX,10.8,9.8,11.8,0.5,4.9,6635,0.9,0.6,1.3,0.2,17.1,6646,7.6,6.6,8.7,0.5,7,6637,16.9,15.6,18.3,0.7,4.1,6612,47.4,42.3,52.7,2.7,0.1,318
2023,Nebraska,Sex,Male,_SEX,13.4,12.3,14.6,0.6,4.5,5731,8,7.1,8.9,0.5,5.8,5737,8.7,7.7,9.9,0.5,6.2,5724,25.5,24,27,0.8,3,5708,41.3,36.6,46.1,2.4,0.1,301
2019,Nebraska,Total Population,Total Population,,14.7,13.9,15.5,0.4,2.9,15301,5.3,4.8,5.8,0.3,4.9,15324,,,,,,,,,,,,,52.6,49.5,55.7,1.6,0,1051
2020,Nebraska,Total Population,Total Population,,13.9,13.1,14.8,0.4,3.2,14218,5.2,4.6,5.7,0.3,5.5,14243,,,,,,,,,,,,,52.8,49.5,56.2,1.7,0,919
2021,Nebraska,Total Population,Total Population,,13.4,12.6,14.2,0.4,3.1,14291,4.8,4.4,5.3,0.2,4.8,14327,6.7,6,7.4,0.3,5,14300,21.7,20.7,22.7,0.5,2.3,14255,48.3,44.9,51.7,1.7,0.1,750
2022,Nebraska,Total Population,Total Population,,13,11.9,14.2,0.6,4.4,7090,4.5,3.9,5.2,0.3,7.4,7102,8.5,7.5,9.6,0.5,6.3,7087,21.9,20.5,23.3,0.7,3.3,7074,,,,,,
2023,Nebraska,Total Population,Total Population,,12.1,11.3,12.9,0.4,3.3,12366,4.4,3.9,4.9,0.2,5.6,12383,8.1,7.4,8.9,0.4,4.6,12361,21.1,20.1,22.2,0.5,2.4,12320,44.1,40.6,47.6,1.8,0.1,619
2019,Nevada,Age,Age 65 or older,_AGE_G,10,7.4,13.5,1.6,15.6,839,,0.6,2.9,0.5,39.3,846,,,,,,,,,,,,,,,,,,
2019,Nevada,Age,Age 18 to 24,_AGE_G,11,7.1,16.7,2.4,21.8,226,,0.8,5.2,1,48.1,227,,,,,,,,,,,,,,,,,,
2019,Nevada,Age,Age 25 to 44,_AGE_G,17,13.8,20.8,1.8,10.5,754,4.1,2.8,5.9,0.8,19.4,754,,,,,,,,,,,,,60,48.5,70.6,5.7,0.1,78
2019,Nevada,Age,Age 45 to 64,_AGE_G,19.5,16.4,23.1,1.7,8.9,883,3.4,2.1,5.3,0.8,23.2,882,,,,,,,,,,,,,59.8,50.5,68.4,4.6,0.1,104
2020,Nevada,Age,Age 65 or older,_AGE_G,13.4,10.3,17.3,1.8,13.1,800,,0.4,1.5,0.3,33.7,803,,,,,,,,,,,,,,,,,,
2020,Nevada,Age,Age 25 to 44,_AGE_G,14.9,11.9,18.5,1.7,11.4,631,3.2,2.1,5,0.7,22.5,631,,,,,,,,,,,,,51.4,39.8,62.9,6,0.2,56
2020,Nevada,Age,Age 45 to 64,_AGE_G,17.3,14,21.1,1.8,10.3,788,3.9,2.5,5.9,0.8,21.8,791,,,,,,,,,,,,,57.1,46.2,67.3,5.5,0.1,70
2020,Nevada,Age,Age 18 to 24,_AGE_G,,2.6,8.8,1.5,31.5,180,,2.2,9.1,1.7,36.5,181,,,,,,,,,,,,,,,,,,
2021,Nevada,Age,Age 65 or older,_AGE_G,12.6,9.6,16.4,1.7,13.6,976,,0.8,2.8,0.5,32.5,979,,0.8,3.1,0.5,35,977,14.6,11.5,18.5,1.8,12.2,974,,,,,,
2021,Nevada,Age,Age 25 to 44,_AGE_G,16.4,12.9,20.7,2,12.1,612,2.2,1.3,3.9,0.7,29.2,617,10.7,8,14.3,1.6,15,616,24.5,20.3,29.2,2.3,9.3,612,,,,,,
2021,Nevada,Age,Age 45 to 64,_AGE_G,20.5,16.7,24.9,2.1,10.3,856,3.3,2.1,5.2,0.8,23.9,857,3.6,2.3,5.6,0.8,22.5,855,24.5,20.5,29,2.2,8.9,851,43.2,31.7,55.4,6.2,0.2,56
2021,Nevada,Age,Age 18 to 24,_AGE_G,,1.7,6.7,1.2,35.5,181,,1,8.4,1.6,54.2,181,15.8,10.5,23.1,3.2,20.3,181,20.2,14.1,28,3.5,17.5,181,,,,,,
2022,Nevada,Age,Age 65 or older,_AGE_G,13.2,10.1,17.1,1.8,13.4,1070,,0.7,4.2,0.8,46.2,1075,,1.3,4.2,0.7,30.5,1067,16.5,13,20.8,2,11.9,1062,,,,,,
2022,Nevada,Age,Age 25 to 44,_AGE_G,15.3,12.3,19,1.7,11.1,715,3.2,2,5.1,0.8,23.8,720,12,9.3,15.4,1.6,13,715,25.9,22,30.3,2.1,8.2,714,53.2,40.6,65.4,6.5,0.1,58
2022,Nevada,Age,Age 45 to 64,_AGE_G,17.2,14.2,20.7,1.7,9.7,967,3.2,1.9,5.5,0.9,26.9,974,6.7,4.5,9.8,1.3,19.7,969,22.9,19.3,26.9,1.9,8.4,961,54.2,43.2,64.9,5.6,0.1,79
2022,Nevada,Age,Age 18 to 24,_AGE_G,,4.8,17,3,32.7,178,,3.2,14.8,2.8,39.6,177,18.1,12.4,25.7,3.4,18.6,177,24.1,17.2,32.6,3.9,16.3,178,,,,,,
2023,Nevada,Age,Age 65 or older,_AGE_G,10.8,8,14.4,1.6,15,1014,,0.9,3,0.5,32.6,1024,,0.9,3.2,0.5,33.3,1021,13.2,10.2,17,1.7,13,1009,,,,,,
2023,Nevada,Age,Age 45 to 64,_AGE_G,14.2,10.5,19.1,2.2,15.4,758,3.2,1.8,5.6,0.9,29,757,3.9,2.4,6.1,0.9,23.2,752,19.9,15.6,25.1,2.4,12.1,754,,,,,,
2023,Nevada,Age,Age 25 to 44,_AGE_G,19.2,13.9,25.9,3.1,16,595,4.4,2.7,7.1,1.1,24.6,598,11.7,8.5,15.7,1.8,15.7,593,29,23.2,35.5,3.1,10.9,591,,,,,,
2023,Nevada,Age,Age 18 to 24,_AGE_G,,2.2,16.4,3.2,51.5,164,,2.1,16.2,3.2,53.1,164,18.4,11.3,28.5,4.4,23.7,163,24.3,16.2,34.8,4.8,19.6,163,,,,,,
2019,Nevada,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,415,7.7,4.9,11.9,1.7,22.7,413,,,,,,,,,,,,,,,,,,
2019,Nevada,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,759,3.5,2.1,5.7,0.9,25.1,757,,,,,,,,,,,,,,,,,,
2019,Nevada,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,1528,1.7,1.1,2.5,0.3,20.9,1527,,,,,,,,,,,,,,,,,,
2020,Nevada,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,366,6.1,3.9,9.4,1.4,22.8,365,,,,,,,,,,,,,,,,,,
2020,Nevada,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,699,4.7,3,7.4,1.1,22.9,698,,,,,,,,,,,,,,,,,,
2020,Nevada,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,1334,1.6,1,2.7,0.4,24.8,1334,,,,,,,,,,,,,,,,,,
2021,Nevada,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,369,,1.5,7,1.3,39.4,369,16,11.4,22.1,2.7,17,367,100,100,100,0,0,369,,,,,,
2021,Nevada,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,789,3,1.8,4.9,0.8,25.3,787,8.2,5.6,11.7,1.5,18.8,789,11,8.1,14.7,1.7,15.2,788,,,,,,
